瘤痢,瘤痢疙,老矫,扁柯(∑C),扁柯 QC敲贰弊,碍荐樊(mm),碍荐樊 QC敲贰弊,浅加(m/s),浅加 QC敲贰弊,浅氢(16规困),浅氢 QC敲贰弊,嚼档(%),嚼档 QC敲贰弊,刘扁拘(hPa),捞浇痢柯档(∑C),泅瘤扁拘(hPa),泅瘤扁拘 QC敲贰弊,秦搁扁拘(hPa),秦搁扁拘 QC敲贰弊,老炼(hr),老炼 QC敲贰弊,老荤(MJ/m2),老荤 QC敲贰弊,利汲(cm),3矫埃脚利汲(cm),傈款樊(10盒困),吝窍摸款樊(10盒困),款屈(款屈距绢),弥历款绊(100m ),矫沥(10m),瘤搁惑怕(瘤搁惑怕内靛),泅惑锅龋(惫郴侥),瘤搁柯档(∑C),瘤搁柯档 QC敲贰弊,5cm 瘤吝柯档(∑C),10cm 瘤吝柯档(∑C),20cm 瘤吝柯档(∑C),30cm 瘤吝柯档(∑C)
114,盔林,2021-02-07,5.9,,,9,0.5,,230,,76,,7,1.9,1002.3,,1020.8,,0,,0.4,,,,7,2,,5,201,,,3.2,,,,,
114,盔林,2021-02-07,6.8,,,9,1.3,,270,,67,,6.6,1,1002.2,,1020.6,,0.5,,0.94,,,,7,2,,6,275,,,6,,,,,
114,盔林,2021-02-07,7.6,,,9,1.6,,270,,60,,6.2,0.3,1002.3,,1020.6,,0.5,,1.19,,,,6,1,,10,324,,,9.4,,,,,
114,盔林,2021-02-07,8.6,,,9,1.3,,250,,49,,5.5,-1.5,1001.5,,1019.7,,0.6,,1.52,,,,4,0,,,439,,,13.5,,,,,
114,盔林,2021-02-07,9.5,,,9,2.1,,270,,43,,5.1,-2.4,1000.8,,1018.9,,1,,1.9,,,,4,2,,14,610,,,13.9,,,,,
114,盔林,2021-02-07,10,,,9,3.2,,270,,33,,4.1,-5.5,1000.4,,1018.6,,0.9,,1.53,,,,4,2,,17,1299,,,11.9,,,,,
114,盔林,2021-02-07,9.1,,,9,3.6,,270,,29,,3.3,-8,1000.8,,1019,,1,,1.31,,,,3,1,,,1833,,,9,,,,,
114,盔林,2021-02-07,7.7,,,9,3.6,,270,,29,,3,-9.2,1001.2,,1019.5,,1,,0.74,,,,0,0,,,1862,,,3.7,,,,,
114,盔林,2021-02-07,6.4,,,9,3.5,,270,,28,,2.7,-10.8,1001.8,,1020.2,,0.4,,0.15,,,,3,0,,,2000,,,0.9,,,,,
114,盔林,2021-02-07,5.6,,,9,2.5,,270,,27,,2.5,-11.9,1002.7,,1021.2,,,9,,9,,,0,0,,,2000,,,-0.8,,,,,
114,盔林,2021-02-07,3.8,,,9,3.2,,250,,63,,5,-2.6,1003.3,,1021.9,,,9,,9,,,0,0,,,725,,,-0.1,,,,,
114,盔林,2021-02-07,2.7,,,9,1.6,,200,,51,,3.8,-6.4,1003.5,,1022.2,,,9,,9,,,0,0,,,1652,,,-0.4,,,,,
114,盔林,2021-02-07,1.8,,,9,1.2,,200,,43,,3,-9.4,1003.8,,1022.6,,,9,,9,,,0,0,,,2000,,,-0.3,,,,,
114,盔林,2021-02-07,1,,,9,0.8,,200,,38,,2.5,-11.7,1004,,1022.9,,,9,,9,,,0,0,,,2000,,,-0.7,,,,,
114,盔林,2021-02-08,0.6,,,9,1.1,,230,,35,,2.2,-13.1,1004.6,,1023.5,,,9,,9,,,0,0,,,2000,,,-0.9,,,,,
114,盔林,2021-02-08,-0.5,,,,1.1,,290,,41,,2.4,-12.1,1005.2,,1024.2,,,9,,9,,,0,0,,,2000,,,-1.2,,,,,
114,盔林,2021-02-08,-1.3,,,,1.4,,230,,47,,2.6,-11.1,1005.5,,1024.5,,,9,,9,,,0,0,,,2000,,,-1.5,,,,,
114,盔林,2021-02-08,-2,,,,0.9,,230,,51,,2.7,-10.8,1005.8,,1024.9,,,9,,9,,,0,0,,,1984,,,-1.9,,,,,
114,盔林,2021-02-08,-2.5,,,,1.4,,200,,54,,2.8,-10.5,1005.6,,1024.7,,,9,,9,,,0,0,,,1901,,,-2.3,,,,,
114,盔林,2021-02-08,-3.1,,,,1.6,,200,,56,,2.7,-10.6,1005.7,,1024.9,,,9,,9,,,0,0,,,1530,,,-2.7,,,,,
114,盔林,2021-02-08,-3.5,,,,0.8,,200,,58,,2.8,-10.5,1005.8,,1025,,,9,,9,,,0,0,,,1407,,,-3.1,,,,,
114,盔林,2021-02-08,-3.8,,,,0.8,,180,,58,,2.7,-10.8,1006.5,,1025.8,,,9,,9,,,0,0,,,1517,,,-3.5,,,,,
114,盔林,2021-02-08,-3.8,,,,0.6,,160,,58,,2.7,-10.8,1007.3,,1026.6,,0,,0.01,,,,0,0,,,1546,,,-3.5,,,,,
114,盔林,2021-02-08,-2.9,,,,2.6,,270,,47,,2.3,-12.6,1008.3,,1027.5,,1,,0.53,,,,0,0,,,1738,,,-2.5,,,,,
114,盔林,2021-02-08,-2.4,,,,2,,250,,45,,2.3,-12.7,1008.7,,1027.9,,1,,1.22,,,,0,0,,,1571,,,-0.2,,,,,
114,盔林,2021-02-08,-1.3,,,,3.2,,270,,34,,1.9,-15.1,1008.6,,1027.7,,1,,1.82,,,,0,0,,,1941,,,0.8,,,,,
114,盔林,2021-02-08,-0.3,,,,2.2,,250,,24,,1.4,-18.4,1008.8,,1027.9,,1,,2.26,,,,0,0,,,2000,,,2.4,,,,,
114,盔林,2021-02-08,0.9,,,,2.7,,270,,23,,1.5,-17.9,1008.1,,1027,,1,,2.42,,,,0,0,,,1991,,,4.8,,,,,
114,盔林,2021-02-08,0.7,,,,3.1,,250,,21,,1.4,-19.1,1007.8,,1026.8,,1,,2.36,,,,0,0,,,1919,,,6,,,,,
114,盔林,2021-02-08,0.7,,,,3.7,,290,,20,,1.3,-19.7,1008,,1027,,1,,2.03,,,,0,0,,,2000,,,4.9,,,,,
114,盔林,2021-02-08,0.8,,,,4,,270,,20,,1.3,-19.6,1008.1,,1027.1,,1,,1.54,,,,0,0,,,2000,,,3.9,,,,,
114,盔林,2021-02-08,0.2,,,,3.9,,290,,22,,1.4,-19,1007.8,,1026.8,,1,,0.87,,,,0,0,,,2000,,,-0.2,,,,,
114,盔林,2021-02-08,-0.5,,,,3,,270,,26,,1.5,-17.7,1008.4,,1027.4,,0.5,,0.16,,,,0,0,,,2000,,,-0.2,,,,,
114,盔林,2021-02-08,-1,,,,1.8,,270,,29,,1.6,-16.8,1008.8,,1027.9,,0,,,9,,,0,0,,,2000,,,-0.6,,,,,
114,盔林,2021-02-08,-1.3,,,,2.4,,270,,30,,1.7,-16.6,1009.3,,1028.4,,,9,,9,,,0,0,,,2000,,,-0.9,,,,,
114,盔林,2021-02-08,-1.8,,,,3,,270,,34,,1.8,-15.6,1009.4,,1028.6,,,9,,9,,,0,0,,,2000,,,-1.4,,,,,
114,盔林,2021-02-08,-2.3,,,,1.3,,270,,35,,1.8,-15.7,1009.8,,1029,,,9,,9,,,0,0,,,2000,,,-1.7,,,,,
114,盔林,2021-02-08,-2.7,,,,1.1,,250,,36,,1.8,-15.7,1009.9,,1029.1,,,9,,9,,,0,0,,,2000,,,-2.3,,,,,
114,盔林,2021-02-09,-3.1,,,,1.1,,290,,38,,1.8,-15.4,1010.2,,1029.5,,,9,,9,,,0,0,,,2000,,,-2.7,,,,,
114,盔林,2021-02-09,-3.6,,,,2.2,,270,,42,,2,-14.6,1010.3,,1029.6,,,9,,9,,,0,0,,,2000,,,-3.2,,,,,
114,盔林,2021-02-09,-4.1,,,,1.6,,270,,44,,2,-14.5,1010.6,,1030,,,9,,9,,,0,0,,,2000,,,-3.5,,,,,
114,盔林,2021-02-09,-4.4,,,,0.6,,290,,45,,2,-14.5,1010.8,,1030.2,,,9,,9,,,0,0,,,2000,,,-3.8,,,,,
114,盔林,2021-02-09,-5.1,,,,0.9,,200,,49,,2.1,-14.1,1010.5,,1029.9,,,9,,9,,,0,0,,,2000,,,-4.2,,,,,
114,盔林,2021-02-09,-5.7,,,,0.3,,0,,55,,2.2,-13.3,1010.3,,1029.8,,,9,,9,,,0,0,,,2000,,,-4.6,,,,,
114,盔林,2021-02-09,-6.1,,,,0.4,,0,,59,,2.3,-12.8,1010.4,,1029.9,,,9,,9,,,0,0,,,2000,,,-4.9,,,,,
114,盔林,2021-02-09,-6.5,,,,0.7,,90,,61,,2.3,-12.7,1010.3,,1029.8,,,9,,9,,,0,0,,,2000,,,-5.2,,,,,
114,盔林,2021-02-09,-6.4,,,,0.2,,0,,62,,2.4,-12.4,1010.8,,1030.3,,0.1,,0.02,,,,0,0,,,1984,,,-4.9,,,,,
114,盔林,2021-02-09,-4.7,,,,0.9,,50,,56,,2.4,-12.1,1011,,1030.4,,1,,0.57,,,,0,0,,,1878,,,-3.4,,,,,
114,盔林,2021-02-09,-2,,,,1,,20,,41,,2.2,-13.5,1011.2,,1030.4,,1,,1.23,,,,0,0,,,2000,,,-0.2,,,,,
114,盔林,2021-02-09,-1,,,,1.3,,290,,33,,1.9,-15.2,1011.3,,1030.4,,1,,1.81,,,,1,0,,,1963,,,1.1,,,,,
114,盔林,2021-02-09,0.5,,,,1.3,,340,,30,,1.9,-15.1,1010.7,,1029.7,,1,,2.22,,,,0,0,,,2000,,,3.6,,,,,
114,盔林,2021-02-09,1.5,,,,1.8,,290,,28,,1.9,-15,1009.7,,1028.6,,1,,2.39,,,,0,0,,,2000,,,6.5,,,,,
114,盔林,2021-02-09,2.7,,,,1.8,,290,,27,,2,-14.4,1008.7,,1027.5,,1,,2.3,,,,0,0,,,1884,,,8.3,,,,,
114,盔林,2021-02-09,3.4,,,,2,,270,,27,,2.1,-13.8,1008.3,,1027,,1,,1.96,,,,0,0,,,1994,,,6.5,,,,,
114,盔林,2021-02-09,4.2,,,,2.1,,270,,26,,2.1,-13.6,1007.7,,1026.4,,1,,1.45,,,,0,0,,,1998,,,4.8,,,,,
114,盔林,2021-02-09,3.8,,,,2,,270,,28,,2.3,-13,1007.3,,1026,,1,,0.78,,,,0,0,,,1965,,,-0.1,,,,,
114,盔林,2021-02-09,3.1,,,,1.3,,230,,32,,2.4,-12,1007.4,,1026.2,,0.5,,0.16,,,,0,0,,,2000,,,-0.3,,,,,
114,盔林,2021-02-09,2.3,,,,0.9,,230,,35,,2.5,-11.6,1007.6,,1026.4,,0,,0,,,,0,0,,,2000,,,-0.3,,,,,
114,盔林,2021-02-09,1.8,,,,0.8,,180,,35,,2.4,-12,1008,,1026.9,,,9,,9,,,0,0,,,2000,,,-0.4,,,,,
114,盔林,2021-02-09,0.5,,,,0.9,,200,,41,,2.6,-11.2,1008.3,,1027.3,,,9,,9,,,0,0,,,2000,,,-0.5,,,,,
114,盔林,2021-02-09,-0.6,,,,0.4,,0,,50,,2.9,-9.7,1008.4,,1027.4,,,9,,9,,,0,0,,,1885,,,-0.8,,,,,
114,盔林,2021-02-09,-1,,,,0.4,,0,,53,,3,-9.3,1008.8,,1027.9,,,9,,9,,,0,0,,,2000,,,-1,,,,,
114,盔林,2021-02-10,-1.5,,,,0.7,,110,,57,,3.1,-8.9,1008.6,,1027.7,,,9,,9,,,0,0,,,2000,,,-1.1,,,,,
114,盔林,2021-02-10,-1.5,,,,0.1,,0,,61,,3.3,-8,1008.7,,1027.8,,,9,,9,,,0,0,,,2000,,,-1.2,,,,,
114,盔林,2021-02-10,-2.3,,,,0.7,,340,,66,,3.4,-7.8,1008.6,,1027.8,,,9,,9,,,0,0,,,2000,,,-1.7,,,,,
114,盔林,2021-02-10,-2.6,,,,0.3,,0,,66,,3.3,-8,1008.1,,1027.3,,,9,,9,,,0,0,,,1985,,,-1.9,,,,,
114,盔林,2021-02-10,-2.2,,,,0.7,,50,,63,,3.3,-8.3,1007.5,,1026.7,,,9,,9,,,9,9,,8,1694,,,-1.1,,,,,
114,盔林,2021-02-10,-2.1,,,,0.6,,20,,59,,3.1,-9,1007.3,,1026.4,,,9,,9,,,6,6,,8,1946,,,-1.1,,,,,
114,盔林,2021-02-10,-2.4,,,,0.5,,50,,62,,3.2,-8.7,1007.2,,1026.4,,,9,,9,,,0,0,,,1921,,,-1.1,,,,,
114,盔林,2021-02-10,-2.5,,,,0.3,,0,,62,,3.2,-8.7,1007.3,,1026.5,,,9,,9,,,1,1,,9,1768,,,-1.4,,,,,
114,盔林,2021-02-10,-2.9,,,,1,,320,,65,,3.2,-8.5,1007.3,,1026.5,,0,,0.02,,,,5,4,,10,1439,,,-2,,,,,
114,盔林,2021-02-10,-1.9,,,,0.2,,0,,64,,3.4,-7.8,1007.5,,1026.6,,0,,0.19,,,,9,9,,9,1606,,,-0.5,,,,,
114,盔林,2021-02-10,-0.8,,,,0.5,,340,,58,,3.3,-8,1007.6,,1026.7,,0,,0.4,,,,9,9,,10,1791,,,-0.2,,,,,
114,盔林,2021-02-10,0.8,,,,0.7,,340,,56,,3.6,-6.9,1007.6,,1026.5,,0,,0.62,,,,9,9,,11,1609,,,0.3,,,,,
114,盔林,2021-02-10,3,,,,0.6,,70,,50,,3.8,-6.4,1007.7,,1026.5,,0.1,,1.09,,,,8,8,,12,1458,,,1,,,,,
114,盔林,2021-02-10,4.4,,,,0.7,,360,,52,,4.3,-4.6,1006.8,,1025.4,,0.4,,1.51,,,,8,8,,12,1434,,,2.6,,,,,
114,盔林,2021-02-10,5.5,,,,0.8,,290,,54,,4.9,-3,1005.5,,1024.1,,0,,1.06,,,,8,8,,12,1528,,,3.1,,,,,
114,盔林,2021-02-10,5.2,,,9,1.3,,270,,58,,5.1,-2.4,1005.7,,1024.3,,0,,0.54,,,,9,9,,10,1342,,,2.4,,,,,
114,盔林,2021-02-10,5.7,,,9,0.3,,0,,56,,5.1,-2.4,1005.6,,1024.2,,0,,0.5,,,,9,9,,11,1542,,,2.8,,,,,
114,盔林,2021-02-10,5.7,,,,0.7,,270,,57,,5.2,-2.1,1005.4,,1024,,0,,0.27,,,,9,9,,12,1453,,,1.5,,,,,
114,盔林,2021-02-10,5.4,,,,0.4,,0,,60,,5.4,-1.7,1005.5,,1024.1,,0,,0.07,,,,8,5,,14,1318,,,0,,,,,
114,盔林,2021-02-10,4,,,,0.1,,0,,67,,5.5,-1.5,1005.7,,1024.3,,0,,0,,,,0,0,,,1036,,,-0.1,,,,,
114,盔林,2021-02-10,4,,,,0.3,,0,,68,,5.6,-1.3,1006.1,,1024.8,,,9,,9,,,0,0,,,870,,,-0.1,,,,,
114,盔林,2021-02-10,4,,,,0.1,,0,,68,,5.6,-1.3,1006.7,,1025.4,,,9,,9,,,10,9,,8,823,,,-0.1,,,,,
114,盔林,2021-02-10,3.5,,,,0.3,,0,,72,,5.7,-1,1007.1,,1025.8,,,9,,9,,,7,6,,9,592,,,-0.1,,,,,
114,盔林,2021-02-10,3,,,,0.2,,0,,73,,5.6,-1.3,1007.5,,1026.3,,,9,,9,,,6,6,,7,541,,,-0.1,,,,,
114,盔林,2021-02-11,2.7,,,,0.3,,0,,75,,5.6,-1.2,1007.4,,1026.2,,,9,,9,,,10,9,,,667,,,-0.1,,,,,
114,盔林,2021-02-11,2.6,,,,0.4,,0,,73,,5.4,-1.7,1008.1,,1026.9,,,9,,9,,,2,2,,9,697,,,-0.1,,,,,
114,盔林,2021-02-11,1.8,,,,0.9,,50,,76,,5.3,-1.9,1007.6,,1026.5,,,9,,9,,,0,0,,,647,,,-0.1,,,,,
114,盔林,2021-02-11,1.5,,,,0.8,,50,,77,,5.2,-2.1,1007.4,,1026.3,,,9,,9,,,8,8,,8,606,,,-0.2,,,,,
114,盔林,2021-02-11,0,,,,0,,0,,85,,5.2,-2.2,1006.9,,1025.9,,,9,,9,,,0,0,,,454,,,-0.3,,,,,
114,盔林,2021-02-11,-0.4,,,,0.6,,290,,87,,5.2,-2.3,1007.1,,1026.1,,,9,,9,,,0,0,,,400,,,-0.3,,,,,
114,盔林,2021-02-11,-1.2,,,,0,,0,,89,,5,-2.7,1007.4,,1026.5,,,9,,9,,,0,0,,,336,,,-0.4,,,,,
114,盔林,2021-02-11,-1.6,,,,0.4,,0,,90,,4.9,-3,1007.6,,1026.7,,,9,,9,,,0,0,,,276,,,-0.7,,,,,
114,盔林,2021-02-11,-1.4,,,,0.3,,0,,89,,4.9,-2.9,1008.2,,1027.3,,0,,0.03,,,,0,0,,,263,,,-0.6,,,,,
114,盔林,2021-02-11,0.1,,,,0.8,,20,,84,,5.2,-2.2,1008.8,,1027.8,,0.8,,0.53,,,,1,0,,,317,,,-0.2,,,,,
114,盔林,2021-02-11,1.9,,,,0.7,,50,,76,,5.4,-1.8,1009.2,,1028.1,,1,,1.19,,,,0,0,,,403,,,0.3,,,,,
114,盔林,2021-02-11,4.8,,,,0.8,,50,,65,,5.6,-1.2,1009.5,,1028.2,,1,,1.67,,,,6,0,,,482,,,2.3,,,,,
114,盔林,2021-02-11,6.2,,,,0.7,,20,,60,,5.7,-1,1008.5,,1027.1,,1,,2.01,,,,5,0,,,539,,,10.3,,,,,
114,盔林,2021-02-11,7.6,,,,0.7,,290,,53,,5.6,-1.3,1007.5,,1025.9,,1,,2.1,,,,3,0,,,593,,,13.6,,,,,
114,盔林,2021-02-11,9.2,,,,1.2,,360,,48,,5.6,-1.2,1006.3,,1024.6,,1,,1.97,,,,6,0,,,651,,,14.6,,,,,
114,盔林,2021-02-11,10.2,,,,0.7,,20,,43,,5.4,-1.8,1005.2,,1023.4,,1,,1.65,,,,5,0,,,660,,,13.7,,,,,
114,盔林,2021-02-11,10.6,,,,0.8,,320,,45,,5.8,-0.8,1004.9,,1023.1,,1,,1.25,,,,4,0,,,664,,,11.3,,,,,
114,盔林,2021-02-11,10.5,,,,0.2,,0,,45,,5.7,-0.9,1004.7,,1022.9,,0.5,,0.55,,,,5,0,,,683,,,7.5,,,,,
114,盔林,2021-02-11,9.1,,,,0.4,,0,,47,,5.4,-1.6,1005,,1023.3,,0,,0.12,,,,10,0,,,780,,,4.2,,,,,
114,盔林,2021-02-11,7.1,,,,0.4,,0,,58,,5.8,-0.6,1005.7,,1024.1,,0,,0,,,,5,0,,,551,,,1.8,,,,,
114,盔林,2021-02-11,6,,,,0.1,,0,,61,,5.7,-0.9,1005.8,,1024.3,,,9,,9,,,10,0,,,558,,,0.8,,,,,
114,盔林,2021-02-11,4.9,,,,0,,0,,65,,5.6,-1.1,1006.2,,1024.8,,,9,,9,,,10,0,,,524,,,0.2,,,,,
114,盔林,2021-02-11,3.4,,,,0.4,,0,,71,,5.6,-1.3,1006.4,,1025.1,,,9,,9,,,8,0,,,519,,,-0.1,,,,,
114,盔林,2021-02-11,2.5,,,,0.3,,0,,75,,5.5,-1.4,1006.6,,1025.4,,,9,,9,,,5,0,,,393,,,-0.2,,,,,
114,盔林,2021-02-12,1.9,,,,0.3,,0,,78,,5.5,-1.5,1006.5,,1025.3,,,9,,9,,,6,0,,,323,,,-0.2,,,,,
114,盔林,2021-02-12,0.9,,,,0,,0,,81,,5.3,-1.9,1006.5,,1025.4,,,9,,9,,,9,0,,,317,,,-0.2,,,,,
114,盔林,2021-02-12,0.6,,,,0,,0,,81,,5.2,-2.2,1006.5,,1025.4,,,9,,9,,,10,0,,,309,,,-0.2,,,,,
114,盔林,2021-02-12,0.6,,,,0,,0,,81,,5.2,-2.2,1006.8,,1025.7,,,9,,9,,,10,7,,62,317,,,-0.2,,,,,
114,盔林,2021-02-12,0.3,,,,0,,0,,80,,5,-2.7,1007,,1026,,,9,,9,,,10,8,,60,341,,,-0.3,,,,,
114,盔林,2021-02-12,-0.3,,,,0,,0,,82,,4.9,-3,1007.1,,1026.1,,,9,,9,,,8,7,,61,350,,,-0.3,,,,,
114,盔林,2021-02-12,-0.5,,,,0.8,,50,,82,,4.8,-3.2,1006.6,,1025.6,,,9,,9,,,9,0,,,363,,,-0.4,,,,,
114,盔林,2021-02-12,-0.9,,,,0,,0,,84,,4.8,-3.2,1006.3,,1025.3,,,9,,9,,,9,1,,,372,,,-0.5,,,,,
114,盔林,2021-02-12,-1,,,,0,,0,,84,,4.8,-3.3,1006.9,,1026,,0,,0.03,,,,0,0,,,344,,,-0.6,,,,,
114,盔林,2021-02-12,0.4,,,,0,,0,,79,,5,-2.8,1007.4,,1026.4,,0.4,,0.32,,,,0,0,,,321,,,-0.3,,,,,
114,盔林,2021-02-12,3.3,,,,0.3,,0,,66,,5.1,-2.4,1007.2,,1025.9,,1,,1.06,,,,3,0,,,482,,,0.2,,,,,
114,盔林,2021-02-12,6,,,,0.6,,110,,52,,4.9,-3.1,1007.3,,1025.9,,1,,1.79,,,,5,0,,,596,,,2.1,,,,,
114,盔林,2021-02-12,9.7,,,,0.7,,250,,39,,4.7,-3.6,1006.6,,1024.9,,1,,2.16,,,,0,0,,,821,,,12.3,,,,,
114,盔林,2021-02-12,11.9,,,,1,,250,,33,,4.6,-3.8,1005.9,,1024,,1,,2.36,,,,0,0,,,895,,,16.8,,,,,
114,盔林,2021-02-12,12.5,,,,0.9,,290,,21,,3,-9.2,1005.4,,1023.4,,1,,2.32,,,,0,0,,,1779,,,17.9,,,,,
114,盔林,2021-02-12,13.6,,,,1.7,,250,,22,,3.4,-7.7,1005.1,,1023,,1,,1.95,,,,0,0,,,1367,,,16.2,,,,,
114,盔林,2021-02-12,13.4,,,,1.2,,270,,24,,3.7,-6.8,1005,,1023,,1,,1.42,,,,0,0,,,1400,,,13.5,,,,,
114,盔林,2021-02-12,12.5,,,,1.3,,290,,26,,3.8,-6.5,1005.1,,1023.1,,1,,0.77,,,,0,0,,,1242,,,7.8,,,,,
114,盔林,2021-02-12,10.6,,,,0.6,,230,,32,,4.1,-5.4,1005.6,,1023.8,,0.4,,0.18,,,,5,0,,,1103,,,4.6,,,,,
114,盔林,2021-02-12,8.4,,,,0.4,,0,,39,,4.3,-4.7,1006.3,,1024.6,,0,,0,,,,1,0,,,608,,,2,,,,,
114,盔林,2021-02-12,6.2,,,,0.5,,110,,47,,4.5,-4.2,1006.7,,1025.2,,,9,,9,,,5,0,,,1017,,,0.6,,,,,
114,盔林,2021-02-12,5.2,,,,0,,0,,51,,4.5,-4.1,1006.6,,1025.2,,,9,,9,,,6,0,,,978,,,0,,,,,
114,盔林,2021-02-12,4.4,,,,0.2,,0,,55,,4.6,-3.8,1006.9,,1025.5,,,9,,9,,,3,0,,,892,,,0,,,,,
114,盔林,2021-02-12,2.7,,,,0.2,,0,,61,,4.5,-4,1007,,1025.8,,,9,,9,,,0,0,,,757,,,-0.1,,,,,
114,盔林,2021-02-13,1.8,,,,0,,0,,68,,4.8,-3.4,1007.2,,1026.1,,,9,,9,,,0,0,,,601,,,-0.2,,,,,
114,盔林,2021-02-13,1,,,,0.3,,0,,70,,4.6,-3.8,1007.3,,1026.2,,,9,,9,,,0,0,,,530,,,-0.2,,,,,
114,盔林,2021-02-13,0.4,,,,0.2,,0,,72,,4.5,-4,1007.4,,1026.4,,,9,,9,,,0,0,,,488,,,-0.3,,,,,
114,盔林,2021-02-13,-0.1,,,,0.4,,0,,74,,4.5,-4.1,1007.7,,1026.7,,,9,,9,,,0,0,,,490,,,-0.5,,,,,
114,盔林,2021-02-13,-0.7,,,,0.5,,110,,76,,4.4,-4.4,1007.6,,1026.6,,,9,,9,,,0,0,,,476,,,-0.7,,,,,
114,盔林,2021-02-13,-1.1,,,,0,,0,,78,,4.4,-4.4,1007.4,,1026.5,,,9,,9,,,0,0,,,447,,,-0.9,,,,,
114,盔林,2021-02-13,-1.5,,,,0.2,,0,,80,,4.4,-4.5,1007.5,,1026.6,,,9,,9,,,0,0,,,438,,,-1.1,,,,,
114,盔林,2021-02-13,-1.8,,,,0.2,,0,,81,,4.3,-4.6,1007.7,,1026.8,,,9,,9,,,0,0,,,418,,,-1.4,,,,,
114,盔林,2021-02-13,-1.5,,,,0,,0,,79,,4.3,-4.6,1009.2,,1028.3,,0.1,,0.04,,,,0,0,,,414,,,-1.2,,,,,
114,盔林,2021-02-13,0.6,,,,0,,0,,70,,4.5,-4.2,1009,,1028,,1,,0.52,,,,0,0,,,450,,,-0.4,,,,,
114,盔林,2021-02-13,2.8,,,,0.9,,20,,60,,4.5,-4.2,1008.5,,1027.3,,1,,1.17,,,,0,0,,,554,,,0,,,,,
114,盔林,2021-02-13,5.9,,,,0.8,,290,,45,,4.2,-5.1,1008.2,,1026.8,,1,,1.78,,,,0,0,,,798,,,2.2,,,,,
114,盔林,2021-02-13,9.4,,,,0.4,,0,,35,,4.1,-5.3,1007.4,,1025.7,,1,,2.18,,,,0,0,,,871,,,10.8,,,,,
114,盔林,2021-02-13,12.4,,,,1,,180,,28,,4,-5.6,1006.4,,1024.5,,1,,2.34,,,,0,0,,,938,,,16.5,,,,,
114,盔林,2021-02-13,13.8,,,,1,,320,,18,,2.8,-10.1,1005.4,,1023.3,,1,,2.28,,,,0,0,,,1392,,,17.9,,,,,
114,盔林,2021-02-13,14.8,,,,1,,230,,18,,3,-9.3,1004.4,,1022.3,,1,,1.97,,,,0,0,,,1729,,,17.2,,,,,
114,盔林,2021-02-13,15.5,,,,0.8,,250,,16,,2.8,-10.2,1004,,1021.8,,1,,1.5,,,,0,0,,,1797,,,14.6,,,,,
114,盔林,2021-02-13,15,,,,0.3,,0,,16,,2.7,-10.6,1003.6,,1021.5,,1,,0.84,,,,0,0,,,1834,,,8.5,,,,,
114,盔林,2021-02-13,12.5,,,,1.2,,270,,22,,3.2,-8.6,1004,,1022,,0.5,,0.17,,,,0,0,,,1558,,,5.1,,,,,
114,盔林,2021-02-13,9.5,,,,0.7,,90,,31,,3.7,-6.8,1004.1,,1022.3,,0,,0,,,,6,0,,,1441,,,2.7,,,,,
114,盔林,2021-02-13,7.6,,,,0,,0,,37,,3.9,-6.1,1004.3,,1022.7,,,9,,9,,,2,0,,,1244,,,1.3,,,,,
114,盔林,2021-02-13,6.1,,,,0,,0,,42,,4,-5.8,1004.6,,1023.1,,,9,,9,,,6,0,,,1257,,,0.5,,,,,
114,盔林,2021-02-13,5.2,,,,0.2,,0,,46,,4.1,-5.5,1004.1,,1022.7,,,9,,9,,,6,0,,,1268,,,-0.2,,,,,
114,盔林,2021-02-13,4.4,,,,0.1,,0,,53,,4.4,-4.3,1003.9,,1022.5,,,9,,9,,,6,0,,,960,,,0.1,,,,,
114,盔林,2021-02-14,3.5,,,,0,,0,,56,,4.4,-4.4,1003.6,,1022.3,,,9,,9,,,7,0,,,822,,,0,,,,,
114,盔林,2021-02-14,3.4,,,,0,,0,,57,,4.4,-4.3,1003.1,,1021.7,,,9,,9,,,9,0,,,777,,,0,,,,,
114,盔林,2021-02-14,3.5,,,,0.1,,0,,58,,4.5,-4,1002.8,,1021.4,,,9,,9,,,9,1,,20,807,,,0.2,,,,,
114,盔林,2021-02-14,3.3,,,,0.1,,0,,58,,4.5,-4.1,1002.1,,1020.7,,,9,,9,,,9,6,,19,816,,,0,,,,,
114,盔林,2021-02-14,3.4,,,,0.3,,0,,58,,4.5,-4,1001.3,,1019.9,,,9,,9,,,10,5,,18,852,,,0.1,,,,,
114,盔林,2021-02-14,3.9,,,,0.1,,0,,57,,4.6,-3.8,1000.7,,1019.3,,,9,,9,,,10,8,,18,854,,,0.3,,,,,
114,盔林,2021-02-14,3.8,,,,0.1,,0,,57,,4.6,-3.9,1000.5,,1019.1,,,9,,9,,,10,10,,21,878,,,0.5,,,,,
114,盔林,2021-02-14,4.2,,,,0,,0,,55,,4.5,-4,1000.7,,1019.2,,,9,,9,,,10,9,,22,933,,,1.1,,,,,
114,盔林,2021-02-14,4.7,,,9,0.2,,0,,56,,4.8,-3.3,1000.5,,1019,,0,,0,,,,10,6,,19,885,,,1.7,,,,,
114,盔林,2021-02-14,5.4,,0,,0.1,,0,,52,,4.7,-3.6,1000.4,,1018.9,,0,,0.16,,,,10,5,,16,823,,,3.4,,,,,
